"EntityNumber","TypeOfAddress","CountryNL","CountryFR","Zipcode","MunicipalityNL","MunicipalityFR","StreetNL","StreetFR","HouseNumber","Box","ExtraAddressInfo","DateStrikingOff"
"2.095.036.187","BAET",,,"1180","Ukkel","Uccle","Floréallaan","Avenue de Floréal","156","","",
"2.096.243.541","BAET",,,"3530","Houthalen-Helchteren","Houthalen-Helchteren","Spreeuwenstraat","Spreeuwenstraat","20","","",
"2.098.073.178","BAET",,,"4030","Liège","Liège","Avenue de Péville","Avenue de Péville","317","","",19-06-2026
"2.102.273.179","BAET",,,"2800","Mechelen","Mechelen","Oscar Van Kesbeeckstraat","Oscar Van Kesbeeckstraat","41","203","",
"2.123.437.688","BAET",,,"1360","Perwez","Perwez","Rue des Dizeaux","Rue des Dizeaux","4","","",
"2.132.368.024","BAET",,,"5380","Fernelmont","Fernelmont","Rue Georges Cosse, ZI, Nov.","Rue Georges Cosse, ZI, Nov.","6","boîte A","",
"2.138.735.479","BAET",,,"2440","Geel","Geel","Waterstraat","Waterstraat","9","","",
"2.143.645.758","BAET",,,"9310","Aalst","Aalst","Grote Baan","Grote Baan","248","","",
"2.146.534.378","BAET",,,"4000","Liège","Liège","Clos Chanmurly","Clos Chanmurly","13","","",
"2.152.092.082","BAET",,,"9100","Sint-Niklaas","Sint-Niklaas","Smisstraat","Smisstraat","145","301","",
"2.153.679.518","BAET",,,"7522","Tournai","Tournai","Rue du Mont des Carliers(BL)","Rue du Mont des Carliers(BL)","3","","",
"2.156.831.523","BAET",,,"4130","Esneux","Esneux","Rue des Rochettes","Rue des Rochettes","33","","",
"2.158.228.521","BAET",,,"1210","Sint-Joost-ten-Node","Saint-Josse-ten-Noode","Kunstlaan","Avenue des Arts","19","2","",
"2.158.412.128","BAET",,,"1050","Elsene","Ixelles","Edinburgstraat","Rue d'Edimbourg","26","","",19-06-2026
"2.160.655.105","BAET",,,"9620","Zottegem","Zottegem","Doolbosweg","Doolbosweg","2","","",
"2.165.481.547","BAET",,,"1082","Sint-Agatha-Berchem","Berchem-Sainte-Agathe","Groot-Bijgaardenstraat","Rue de Grand-Bigard","14","","",19-06-2026
"2.168.101.834","BAET",,,"6180","Courcelles","Courcelles","Rue de Charleroi(CO)","Rue de Charleroi(CO)","7","","",
"2.169.444.293","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Maurice Van Meenenplein","Place Maurice Van Meenen","31","A","",
"2.174.202.144","BAET",,,"3540","Herk-de-Stad","Herk-de-Stad","Rummenweg","Rummenweg","30","","",
"2.177.001.286","BAET",,,"1410","Waterloo","Waterloo","Avenue Reine Astrid","Avenue Reine Astrid","76","","",19-06-2026
"2.178.230.119","BAET",,,"8400","Oostende","Oostende","Beukenlaan","Beukenlaan","7","","",
"2.184.482.857","BAET",,,"2900","Schoten","Schoten","Fluitbergstraat","Fluitbergstraat","84","B1","",
"2.187.398.005","BAET",,,"1190","Vorst","Forest","Lusambostraat","Rue de Lusambo","53","","",
"2.188.624.559","BAET",,,"8301","Knokke-Heist","Knokke-Heist","Heistlaan","Heistlaan","427","","",
"2.194.295.495","BAET",,,"1750","Lennik","Lennik","Gustaaf Van der Steenstraat","Gustaaf Van der Steenstraat","166","","",
"2.195.554.814","BAET",,,"3540","Herk-de-Stad","Herk-de-Stad","Doelstraat","Doelstraat","33","","",
"2.203.388.256","BAET",,,"2970","Schilde","Schilde","Turnhoutsebaan","Turnhoutsebaan","314","","",
"2.206.188.190","BAET",,,"8740","Pittem","Pittem","Peerboommolenstraat","Peerboommolenstraat","3","","",
"2.206.661.314","BAET",,,"9080","Lochristi","Lochristi","Dennenhof","Dennenhof","25","","",
"2.207.929.341","BAET",,,"3440","Zoutleeuw","Zoutleeuw","Leeuwerstraat","Leeuwerstraat","3F","","",
"2.208.667.828","BAET",,,"2330","Merksplas","Merksplas","Steenovendreef","Steenovendreef","11","","",
"2.208.892.908","BAET",,,"5670","Viroinval","Viroinval","Rue de Vaucelles, Mazée","Rue de Vaucelles, Mazée","60","","",
"2.209.460.654","BAET",,,"2845","Niel","Niel","Heideplaats","Heideplaats","12","","",
"2.218.222.823","BAET",,,"4000","Liège","Liège","Esplanade Simone VEIL","Esplanade Simone VEIL","1","","",
"2.220.895.865","BAET",,,"1880","Kapelle-op-den-Bos","Kapelle-op-den-Bos","Schuttershofstraat","Schuttershofstraat","29","","Barbara Van Campenhout",
"2.222.871.695","BAET",,,"1082","Sint-Agatha-Berchem","Berchem-Sainte-Agathe","Gentsesteenweg","Chaussée de Gand","1224","","",19-06-2026
"2.225.860.186","BAET",,,"1180","Ukkel","Uccle","François Folielaan","Avenue François Folie","24","6","",
"2.228.421.580","BAET",,,"1040","Etterbeek","Etterbeek","Sint-Pieterssteenweg","Chaussée Saint-Pierre","77","","",
"2.235.145.957","BAET",,,"6200","Châtelet","Châtelet","Rue de la Vallée","Rue de la Vallée","23","","",
"2.237.552.349","BAET",,,"9630","Zwalm","Zwalm","Rekelberg(Roz)","Rekelberg(Roz)","46","","",
"2.238.862.245","BAET",,,"1200","Sint-Lambrechts-Woluwe","Woluwe-Saint-Lambert","Albert-Elisabethlaan","Avenue Albert-Elisabeth","46","","",
"2.241.735.623","BAET",,,"1702","Dilbeek","Dilbeek","Rodenberg","Rodenberg","12","","",
"2.242.298.025","BAET",,,"1180","Ukkel","Uccle","Coghenlaan","Avenue Coghen","117","","",
"2.247.344.104","BAET",,,"7860","Lessines","Lessines","Chemin d'Ath(L)","Chemin d'Ath(L)","21","B","",
"2.247.499.896","BAET",,,"9050","Gent","Gent","Jean Delorilaan","Jean Delorilaan","13","","",
"2.248.599.956","BAET",,,"8000","Brugge","Brugge","Blauwe Poort","Blauwe Poort","96","","",
"2.250.707.430","BAET",,,"6030","Charleroi","Charleroi","Rue de Beaumont","Rue de Beaumont","280","","",
"2.251.776.905","BAET",,,"6150","Anderlues","Anderlues","Rue Debiseau","Rue Debiseau","61","","",
"2.251.939.033","BAET",,,"3640","Kinrooi","Kinrooi","Weertersteenweg (Kin)","Weertersteenweg (Kin)","460","","",
"2.252.146.196","BAET",,,"7700","Mouscron","Mouscron","Voorvrouwenstraat","Rue des Contredames","57","5","",
"2.252.746.509","BAET",,,"1982","Zemst","Zemst","Rubenslaan","Rubenslaan","37","","",
"2.255.175.071","BAET",,,"3360","Bierbeek","Bierbeek","Dageraadlaan","Dageraadlaan","14","","",
"2.255.370.259","BAET",,,"1340","Ottignies-Louvain-la-Neuve","Ottignies-Louvain-la-Neuve","Avenue Reine Astrid","Avenue Reine Astrid","1","","",
"2.259.744.266","BAET",,,"2000","Antwerpen","Antwerpen","Jordaenskaai","Jordaenskaai","25","","",
"2.260.522.246","BAET",,,"9000","Gent","Gent","Donkersteeg","Donkersteeg","28","","",
"2.261.322.891","BAET",,,"9100","Sint-Niklaas","Sint-Niklaas","Reynaertpark","Reynaertpark","195","195","",
"2.262.725.136","BAET",,,"8800","Roeselare","Roeselare","Kwadestraat","Kwadestraat","149","1","",19-06-2026
"2.264.596.048","BAET",,,"1745","Opwijk","Opwijk","Vossestraat(MAZ)","Vossestraat(MAZ)","9","","",
"2.266.135.873","BAET",,,"2620","Hemiksem","Hemiksem","Advokaatstraat","Advokaatstraat","12","","",
"2.270.015.972","BAET",,,"8500","Kortrijk","Kortrijk","Lindenlaan(Kor)","Lindenlaan(Kor)","14","","",
"2.273.195.295","BAET",,,"2650","Edegem","Edegem","Ter Borchtlaan","Ter Borchtlaan","17","","",
"2.274.835.288","BAET",,,"8830","Hooglede","Hooglede","Warden Oomstraat","Warden Oomstraat","2","","",
"2.274.837.961","BAET",,,"9810","Nazareth-De Pinte","Nazareth-De Pinte","Bekaertstraat","Bekaertstraat","14","","",
"2.275.771.933","BAET",,,"1050","Brussel","Bruxelles","Louizalaan","Avenue Louise","231","","",
"2.275.911.097","BAET",,,"3700","Tongeren-Borgloon","Tongeren-Borgloon","Maastrichtersteenweg","Maastrichtersteenweg","194","","",
"2.275.964.052","BAET",,,"1180","Ukkel","Uccle","Colonel Chaltinstraat","Rue Colonel Chaltin","62","","",
"2.278.901.469","BAET",,,"1070","Anderlecht","Anderlecht","Louis van Beethovenstraat","Rue Louis van Beethoven","25","","",19-06-2026
"2.279.828.909","BAET",,,"8490","Jabbeke","Jabbeke","Ter Hauwestraat","Ter Hauwestraat","12","","",
"2.285.529.044","BAET",,,"6870","Saint-Hubert","Saint-Hubert","Rue du Chenêt","Rue du Chenêt","20B","","",
"2.286.400.262","BAET",,,"2200","Herentals","Herentals","Atealaan(HRT)","Atealaan(HRT)","4","G","",
"2.288.070.741","BAET",,,"2400","Mol","Mol","Stokteloopstraat","Stokteloopstraat","64","","Stokteloopstraat 64",
"2.288.648.484","BAET",,,"8760","Tielt","Tielt","Pittemse Binnenweg","Pittemse Binnenweg","36","","Paul Merlevede",
"2.289.396.968","BAET",,,"9950","Lievegem","Lievegem","Veldeken","Veldeken","10","","",
"2.290.880.276","BAET",,,"7141","Morlanwelz","Morlanwelz","Rue de la Rosière(CAR)","Rue de la Rosière(CAR)","12","A","",19-06-2026
"2.292.526.209","BAET",,,"2940","Stabroek","Stabroek","Dorpsstraat","Dorpsstraat","131","","",19-06-2026
"2.295.447.194","BAET",,,"1800","Vilvoorde","Vilvoorde","Stationlei","Stationlei","69","","",19-06-2026
"2.295.721.962","BAET",,,"1070","Anderlecht","Anderlecht","Verzoeningsstraat","Rue de la Conciliation","21","","",
"2.295.790.159","BAET",,,"3550","Heusden-Zolder","Heusden-Zolder","Lochtemanweg","Lochtemanweg","96","/10","",
"2.297.146.575","BAET",,,"8420","De Haan","De Haan","Nieuwe Steenweg","Nieuwe Steenweg","263","101","",
"2.299.905.236","BAET",,,"3500","Hasselt","Hasselt","Bloemenhofstraat","Bloemenhofstraat","10","","",
"2.300.167.928","BAET",,,"7131","Binche","Binche","Rue de Merbes(WAU)","Rue de Merbes(WAU)","217","","",19-06-2026
"2.303.272.621","BAET",,,"3202","Aarschot","Aarschot","Oudenbos","Oudenbos","148","","",
"2.304.102.861","BAET",,,"5190","Jemeppe-sur-Sambre","Jemeppe-sur-Sambre","Rue de l'Aise","Rue de l'Aise","57","","",
"2.304.304.086","BAET",,,"2400","Mol","Mol","Keiheuvelstraat","Keiheuvelstraat","8","","",
"2.304.627.552","BAET",,,"1933","Zaventem","Zaventem","Steenput","Steenput","25","","",
"2.306.150.254","BAET",,,"8340","Damme","Damme","Dorpsstraat","Dorpsstraat","61","A","",
"2.306.330.297","BAET",,,"5310","Eghezée","Eghezée","Tige Caton","Tige Caton","23","","DAUT MURSELJAJ",
"2.307.389.973","BAET",,,"1495","Villers-la-Ville","Villers-la-Ville","Drève de la Curette","Drève de la Curette","6","","",
"2.308.104.706","BAET",,,"1000","Brussel","Bruxelles","Ernest Allardstraat","Rue Ernest Allard","35","B001","",
"2.308.151.622","BAET",,,"2950","Kapellen","Kapellen","Kapelsestraat","Kapelsestraat","31","","",
"2.308.279.009","BAET",,,"6180","Courcelles","Courcelles","Sentier de Souvret(CO)","Sentier de Souvret(CO)","1","","",
"2.309.246.930","BAET",,,"8670","Koksijde","Koksijde","Europaplein(Odk)","Europaplein(Odk)","22","1504","",
"2.310.338.674","BAET",,,"1082","Sint-Agatha-Berchem","Berchem-Sainte-Agathe","Basilieklaan","Avenue de la Basilique","69","","",
"2.310.783.686","BAET",,,"9000","Gent","Gent","Floraliënlaan","Floraliënlaan","11","401","",
"2.311.585.323","BAET",,,"2861","Sint-Katelijne-Waver","Sint-Katelijne-Waver","Mechelbaan","Mechelbaan","17","","",
"2.312.389.136","BAET",,,"9100","Sint-Niklaas","Sint-Niklaas","Koningin Elisabethlaan","Koningin Elisabethlaan","8","","",
"2.312.452.086","BAET",,,"4460","Grâce-Hollogne","Grâce-Hollogne","Rue Vinâve","Rue Vinâve","54","","",
"2.314.069.216","BAET",,,"2460","Kasterlee","Kasterlee","Boskant","Boskant","18","","",
"2.315.296.760","BAET",,,"9420","Erpe-Mere","Erpe-Mere","Nijverheidsstraat","Nijverheidsstraat","128/6","","",
"2.316.674.061","BAET",,,"2800","Mechelen","Mechelen","Hendrik Consciencestraat","Hendrik Consciencestraat","1","b","",
"2.316.871.130","BAET",,,"1930","Zaventem","Zaventem","Da Vincilaan","Da Vincilaan","1","","",19-06-2026
"2.317.542.410","BAET",,,"8000","Brugge","Brugge","Blauwhuisstraat","Blauwhuisstraat","64","","",
"2.318.209.829","BAET",,,"2900","Schoten","Schoten","Lijsterstraat","Lijsterstraat","14","","",
"2.318.997.509","BAET",,,"2890","Puurs-Sint-Amands","Puurs-Sint-Amands","Smissen","Smissen","4","","",
"2.319.073.723","BAET",,,"1730","Asse","Asse","Brusselsesteenweg","Brusselsesteenweg","18","A","",19-06-2026
"2.319.586.635","BAET",,,"5363","Hamois","Hamois","Rue Saint-Martin, Emptinne","Rue Saint-Martin, Emptinne","1","","",
"2.319.966.420","BAET",,,"1380","Lasne","Lasne","Chaussée de Louvain","Chaussée de Louvain","420","","",19-06-2026
"2.320.011.356","BAET",,,"1831","Machelen (Brab.)","Machelen (Brab.)","Hermeslaan","Hermeslaan","9","","",
"2.320.418.558","BAET",,,"2300","Turnhout","Turnhout","Wieltjes","Wieltjes","6","","",
"2.320.917.911","BAET",,,"3960","Bree","Bree","Grauwe Torenwal","Grauwe Torenwal","10/3","1","",
"2.321.262.161","BAET",,,"7800","Ath","Ath","Rue aux Fleurs","Rue aux Fleurs","74","","",
"2.322.681.133","BAET",,,"2970","Schilde","Schilde","Klein Waterstraat","Klein Waterstraat","62","","",
"2.325.719.411","BAET",,,"2960","Brecht","Brecht","Gemeenteplaats","Gemeenteplaats","5","","",
"2.326.398.114","BAET",,,"3000","Leuven","Leuven","Nerviërsstraat","Nerviërsstraat","1","","",
"2.326.624.083","BAET",,,"2820","Bonheiden","Bonheiden","Louis Van Looyplein","Louis Van Looyplein","20","","",
"2.326.858.665","BAET",,,"2650","Edegem","Edegem","Prins Boudewijnlaan","Prins Boudewijnlaan","215","","",
"2.327.916.361","BAET",,,"1070","Anderlecht","Anderlecht","Industrielaan","Boulevard Industriel","9","","",19-06-2026
"2.328.461.244","BAET",,,"1082","Sint-Agatha-Berchem","Berchem-Sainte-Agathe","Groot-Bijgaardenstraat","Rue de Grand-Bigard","14","","",19-06-2026
"2.328.915.164","BAET",,,"6001","Charleroi","Charleroi","Avenue Eugène Mascaux","Avenue Eugène Mascaux","460","","",
"2.329.026.715","BAET",,,"8000","Brugge","Brugge","Ganzenstraat","Ganzenstraat","25","","",
"2.329.704.725","BAET",,,"5660","Couvin","Couvin","Rue Marcel-Moreau","Rue Marcel-Moreau","41","","",
"2.329.967.615","BAET",,,"4801","Verviers","Verviers","Rue Slar","Rue Slar","49","G","",
"2.330.551.494","BAET",,,"1730","Asse","Asse","Brusselsesteenweg","Brusselsesteenweg","18","A","",19-06-2026
"2.330.714.218","BAET",,,"1070","Anderlecht","Anderlecht","Industrielaan","Boulevard Industriel","9","","",19-06-2026
"2.331.573.954","BAET",,,"3980","Tessenderlo-Ham","Tessenderlo-Ham","Ambachtsstraat","Ambachtsstraat","8","","",
"2.331.722.523","BAET",,,"8210","Zedelgem","Zedelgem","Begonialaan","Begonialaan","70","","",
"2.332.971.744","BAET",,,"1200","Sint-Lambrechts-Woluwe","Woluwe-Saint-Lambert","Almawandeling","Promenade de l'Alma","24","B317","",
"2.333.431.703","BAET",,,"2018","Antwerpen","Antwerpen","Grétrystraat","Grétrystraat","1","","",
"2.333.445.856","BAET",,,"1930","Zaventem","Zaventem","Da Vincilaan","Da Vincilaan","1","","",19-06-2026
"2.333.471.986","BAET",,,"3520","Zonhoven","Zonhoven","Vinkenhof","Vinkenhof","15","","",
"2.334.061.510","BAET",,,"8820","Torhout","Torhout","Stijn Streuvelslaan","Stijn Streuvelslaan","6","","",
"2.335.737.234","BAET",,,"1930","Zaventem","Zaventem","Parklaan","Parklaan","7","","",
"2.336.284.887","BAET",,,"1150","Sint-Pieters-Woluwe","Woluwe-Saint-Pierre","Tervurenlaan","Avenue de Tervueren","215","b006","",
"2.336.386.837","BAET",,,"2000","Antwerpen","Antwerpen","Amerikalei","Amerikalei","67a","5","",
"2.336.784.141","BAET",,,"8930","Menen","Menen","Garennestraat","Garennestraat","4","","",
"2.338.815.597","BAET",,,"1050","Elsene","Ixelles","Guillaume Gilbertlaan","Avenue Guillaume Gilbert","14","","",
"2.339.001.976","BAET",,,"2200","Herentals","Herentals","Steenovens(NDW)","Steenovens(NDW)","16","","",
"2.339.014.250","BAET",,,"2270","Herenthout","Herenthout","Punt","Punt","31","","",19-06-2026
"2.339.587.540","BAET",,,"1930","Zaventem","Zaventem","Da Vincilaan","Da Vincilaan","1","","Brussels Airport Corporate Village",19-06-2026
"2.340.412.634","BAET",,,"3960","Bree","Bree","Heerbaan","Heerbaan","5","","",
"2.341.418.464","BAET",,,"8300","Knokke-Heist","Knokke-Heist","Olmendreef","Olmendreef","7","","",
"2.341.901.682","BAET",,,"3200","Aarschot","Aarschot","Langdorpsesteenweg","Langdorpsesteenweg","72","0","SINEPASCAL S",
"2.342.097.167","BAET",,,"1315","Incourt","Incourt","Chaussée de Jodoigne","Chaussée de Jodoigne","22","","",
"2.342.933.248","BAET",,,"1030","Schaarbeek","Schaerbeek","Théodore Rooseveltstraat","Rue Théodore Roosevelt","17","ET01","",
"2.343.751.909","BAET",,,"2400","Mol","Mol","Goorstraat","Goorstraat","27","","",
"2.343.888.402","BAET",,,"1050","Elsene","Ixelles","Louizalaan","Avenue Louise","209A","BOITE 7","",
"2.344.555.425","BAET",,,"3511","Hasselt","Hasselt","Seringenstraat","Seringenstraat","28","","",
"2.344.851.472","BAET",,,"2060","Antwerpen","Antwerpen","Van Wesenbekestraat","Van Wesenbekestraat","17","","",
"2.347.436.523","BAET",,,"1040","Etterbeek","Etterbeek","Philippe Baucqstraat","Rue Philippe Baucq","129","","",19-06-2026
"2.347.719.110","BAET",,,"8700","Tielt","Tielt","Sterrestraat","Sterrestraat","37","","",
"2.348.890.434","BAET",,,"2970","Schilde","Schilde","Picardiëlaan","Picardiëlaan","89","","",19-06-2026
"2.348.906.270","BAET",,,"8800","Roeselare","Roeselare","Kwadestraat","Kwadestraat","149","1","",19-06-2026
"2.349.503.415","BAET",,,"1703","Dilbeek","Dilbeek","Jan De Trochstraat","Jan De Trochstraat","24","","",
"2.349.853.209","BAET",,,"4130","Esneux","Esneux","Avenue d' Esneux","Avenue d' Esneux","61","","",
"2.350.634.256","BAET",,,"1780","Wemmel","Wemmel","Koningin Astridlaan","Avenue Reine Astrid","59B","","",19-06-2026
"2.351.073.825","BAET",,,"7012","Mons","Mons","Rue à Charrettes (Jem. II)","Rue à Charrettes (Jem. II)","26","","",
"2.352.313.940","BAET",,,"1190","Vorst","Forest","Pierre Decosterstraat","Rue Pierre Decoster","110A","","",
"2.353.838.127","BAET",,,"6900","Marche-en-Famenne","Marche-en-Famenne","Marche, Rue Victor Libert","Marche, Rue Victor Libert","36","J","Bâtiment 2 - 2ème étage",
"2.353.963.732","BAET",,,"7850","Enghien","Enghien","Place Pierre Delannoy","Place Pierre Delannoy","80","","",
"2.354.107.153","BAET",,,"1601","Sint-Pieters-Leeuw","Sint-Pieters-Leeuw","Kerkplein","Kerkplein","1","","",
"2.354.346.386","BAET",,,"9240","Zele","Zele","Kamershoek","Kamershoek","36","","",
"2.354.645.997","BAET",,,"3920","Lommel","Lommel","Binnensingel","Binnensingel","31","B","",
"2.354.758.736","BAET",,,"1620","Drogenbos","Drogenbos","W.A. Mozartlaan","Avenue W.A. Mozart","2","","",
"2.355.056.367","BAET",,,"7070","Le Roeulx","Le Roeulx","Rue de Ville(GOT)","Rue de Ville(GOT)","21","","",
"2.355.246.805","BAET",,,"2610","Antwerpen","Antwerpen","Golfstraat","Golfstraat","12","","",
"2.355.591.946","BAET",,,"2240","Zandhoven","Zandhoven","Bruggestraat","Bruggestraat","24B","","",
"2.356.813.651","BAET",,,"8800","Roeselare","Roeselare","Kwadestraat","Kwadestraat","149","0.1","",19-06-2026
"2.356.982.214","BAET",,,"8380","Brugge","Brugge","Kustlaan","Kustlaan","73","401","",
"2.357.079.115","BAET",,,"2491","Balen","Balen","Olmense Markt","Olmense Markt","11","","",19-06-2026
"2.358.027.537","BAET",,,"9870","Zulte","Zulte","Blauwdreef","Blauwdreef","189","","",
"2.359.474.124","BAET",,,"9100","Sint-Niklaas","Sint-Niklaas","Vossekotstraat","Vossekotstraat","172","","",
"2.359.903.694","BAET",,,"4140","Sprimont","Sprimont","Rue de Foccroulle(RVX)","Rue de Foccroulle(RVX)","18","","",
"2.360.079.284","BAET",,,"4000","Liège","Liège","Clos Chanmurly","Clos Chanmurly","13","","",
"2.360.442.243","BAET",,,"2320","Hoogstraten","Hoogstraten","Sint Lenaartseweg","Sint Lenaartseweg","37","","",
"2.361.526.564","BAET",,,"9120","Beveren-Kruibeke-Zwijndrecht","Beveren-Kruibeke-Zwijndrecht","Alixhof(BEV)","Alixhof(BEV)","35","","",
"2.362.826.364","BAET",,,"1000","Brussel","Bruxelles","Parkdreef","Drève du Parc","15","59","",
"2.363.559.507","BAET",,,"2020","Antwerpen","Antwerpen","Volhardingstraat","Volhardingstraat","112","2","",
"2.364.193.668","BAET",,,"7040","Quévy","Quévy","Rue de Bavay(GEN)","Rue de Bavay(GEN)","43","","",
"2.364.417.857","BAET",,,"2018","Antwerpen","Antwerpen","Ballaarstraat","Ballaarstraat","68","1","",19-06-2026
"2.364.855.842","BAET",,,"3550","Heusden-Zolder","Heusden-Zolder","Schobbenberg","Schobbenberg","37","","",
"2.364.902.659","BAET",,,"9100","Sint-Niklaas","Sint-Niklaas","Dendermondse Steenweg","Dendermondse Steenweg","8","","",
"2.365.030.046","BAET",,,"2018","Antwerpen","Antwerpen","Van Schoonbekestraat","Van Schoonbekestraat","166","101","",
"2.365.637.384","BAET",,,"8720","Dentergem","Dentergem","Rogier de Kerchovestraat(Den)","Rogier de Kerchovestraat(Den)","4","","",
"2.365.723.991","BAET",,,"1620","Drogenbos","Drogenbos","Steenweg op Ruisbroek","Chaussée de Ruisbroek","257","","",
"2.365.739.730","BAET",,,"1601","Sint-Pieters-Leeuw","Sint-Pieters-Leeuw","Beemdstraat","Beemdstraat","27","","",19-06-2026
"2.365.890.871","BAET",,,"1090","Jette","Jette","Démosthène Poplimontlaan","Avenue Démosthène Poplimont","58","","",
"2.366.431.103","BAET",,,"1050","Elsene","Ixelles","Louizalaan","Avenue Louise","209","A/7","",19-06-2026
"2.366.807.720","BAET",,,"4250","Geer","Geer","Rue Gérard Waelkens(GR)","Rue Gérard Waelkens(GR)","9","","",19-06-2026
"2.366.811.777","BAET",,,"9820","Merelbeke-Melle","Merelbeke-Melle","Gaversesteenweg","Gaversesteenweg","656","","",
"2.366.950.448","BAET",,,"7301","Boussu","Boussu","Pavé du Buisson(H)","Pavé du Buisson(H)","10","","",
"2.367.752.677","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Spanjestraat","Rue d'Espagne","93","","",
"2.368.452.562","BAET",,,"9050","Gent","Gent","Gaston Crommenlaan","Gaston Crommenlaan","8","","",
"2.368.479.484","BAET",,,"1030","Schaarbeek","Schaerbeek","Kesselsstraat","Rue Kessels","82","3","",
"2.369.058.318","BAET",,,"2640","Mortsel","Mortsel","Ter Varentstraat","Ter Varentstraat","41","","",
"2.370.177.380","BAET",,,"4837","Baelen","Baelen","Rue de la Régence(BLN)","Rue de la Régence(BLN)","5","B","",
"2.370.187.575","BAET",,,"1080","Sint-Jans-Molenbeek","Molenbeek-Saint-Jean","Vrijheidslaan","Avenue de la Liberté","175","","",19-06-2026
"2.370.470.558","BAET",,,"9400","Ninove","Ninove","Ring-Oost","Ring-Oost","12","J","",
"2.370.812.236","BAET",,,"4840","Welkenraedt","Welkenraedt","Rue des Mésanges","Rue des Mésanges","7","","Manuela Lenssen",
"2.372.530.720","BAET",,,"1080","Sint-Jans-Molenbeek","Molenbeek-Saint-Jean","Louis Mettewielaan","Boulevard Louis Mettewie","258","12","",
"2.372.630.391","BAET",,,"1150","Sint-Pieters-Woluwe","Woluwe-Saint-Pierre","van der Meerschenlaan","Avenue van der Meerschen","ZN","","",
"2.372.762.926","BAET",,,"1082","Sint-Agatha-Berchem","Berchem-Sainte-Agathe","Initiatiefplein","Place de l'Initiative","1","","",
"2.372.946.533","BAET",,,"3740","Bilzen-Hoeselt","Bilzen-Hoeselt","Laakstraat","Laakstraat","23","","",
"2.373.192.102","BAET",,,"8490","Jabbeke","Jabbeke","Gistelsteenweg","Gistelsteenweg","232","B","",
"2.373.817.553","BAET",,,"1040","Etterbeek","Etterbeek","Charles Legrellestraat","Rue Charles Legrelle","17","","",
"2.375.744.091","BAET",,,"8560","Wevelgem","Wevelgem","Menenstraat","Menenstraat","415","","",
"2.375.754.088","BAET",,,"1050","Elsene","Ixelles","Marsveldplein","Place du Champ de Mars","5","","",19-06-2026
"2.376.144.563","BAET",,,"1140","Evere","Evere","Edward Stuckensstraat","Rue Edouard Stuckens","110-114","8","Appartement 3.2",
"2.376.712.905","BAET",,,"8800","Roeselare","Roeselare","Kwadestraat","Kwadestraat","149","1","",19-06-2026
"2.378.178.791","BAET",,,"1730","Asse","Asse","Brusselsesteenweg","Brusselsesteenweg","18A","","",19-06-2026
"2.379.697.139","BAET",,,"9870","Zulte","Zulte","Vlaanderenstraat","Vlaanderenstraat","10","","",
"2.379.855.012","BAET",,,"4600","Visé","Visé","Rue Haute(VIS)","Rue Haute(VIS)","46","","",
"2.380.618.045","BAET",,,"2235","Hulshout","Hulshout","Kapelaniestraat","Kapelaniestraat","35","1","",
"2.382.663.656","BAET",,,"2060","Antwerpen","Antwerpen","Rupelstraat","Rupelstraat","49","","",
"2.383.009.094","BAET",,,"3000","Leuven","Leuven","Tiensevest","Tiensevest","194","","",
"2.385.674.616","BAET",,,"8000","Brugge","Brugge","Lauwerstraat","Lauwerstraat","27","","",
"2.386.095.971","BAET",,,"8650","Houthulst","Houthulst","Zarrendreef","Zarrendreef","7","","",
"2.386.139.127","BAET",,,"3550","Heusden-Zolder","Heusden-Zolder","Schansstraat","Schansstraat","30","","",
"2.388.063.784","BAET",,,"1190","Vorst","Forest","Pierre Decosterstraat","Rue Pierre Decoster","77","44","",
"2.388.102.881","BAET",,,"1030","Schaarbeek","Schaerbeek","Huart Hamoirlaan","Avenue Huart Hamoir","83","A","",
"2.388.150.094","BAET",,,"1750","Lennik","Lennik","Joseph Van den Bosschestraat","Joseph Van den Bosschestraat","41","","",
"2.388.323.805","BAET",,,"2100","Antwerpen","Antwerpen","Bisschoppenhoflaan","Bisschoppenhoflaan","438","77","",19-06-2026
"2.388.422.288","BAET",,,"2440","Geel","Geel","Kemeldijk","Kemeldijk","16","","",
"2.388.637.272","BAET",,,"4100","Seraing","Seraing","Avenue des Champs","Avenue des Champs","48","22","",
"2.388.816.624","BAET",,,"2260","Westerlo","Westerlo","Boerenkrijglaan","Boerenkrijglaan","4B","","",
"2.388.904.221","BAET",,,"1780","Wemmel","Wemmel","Koningin Astridlaan","Avenue Reine Astrid","49","","",
"2.389.401.097","BAET",,,"5300","Andenne","Andenne","Rue de l'Eglise Notre-Dame","Rue de l'Eglise Notre-Dame","26","","",
"2.389.908.170","BAET",,,"5620","Florennes","Florennes","Rue de l'Eglise, Hanzinelle","Rue de l'Eglise, Hanzinelle","190","","",
"2.390.364.862","BAET",,,"7301","Boussu","Boussu","Route de Mons","Route de Mons","163","","",
"2.390.395.942","BAET",,,"6032","Charleroi","Charleroi","Rue Haies Germaine","Rue Haies Germaine","3","","",
